Date,Nippon India Large Cap,HDFC Flexi Cap,Nifty 50 TRI,NIfty 500 TRI
5/31/22,52.9,1068.4,23958.1,21765.8
6/1/22,52.9,1069.6,23868.8,21709.5
6/2/22,53.0,1076.1,24020.9,21841.2
6/3/22,52.7,1069.5,23957.7,21702.6
6/6/22,52.6,1066.4,23936.4,21666.2
6/7/22,52.2,1062.8,23715.1,21483.6
6/8/22,52.1,1061.3,23628.3,21408.5
6/9/22,52.3,1067.4,23807.8,21551.0
6/10/22,51.6,1056.4,23408.6,21250.3
6/13/22,50.2,1025.8,22791.1,20687.8
6/14/22,50.2,1025.2,22730.0,20644.2
6/15/22,50.2,1023.0,22691.5,20646.8
6/16/22,49.1,999.8,22212.0,20197.0
6/17/22,48.9,997.3,22115.0,20052.3
6/20/22,48.8,987.8,22199.1,19985.8
6/21/22,50.0,1012.8,22616.5,20435.5
6/22/22,49.3,1000.4,22290.5,20136.4
6/23/22,49.9,1007.7,22497.7,20339.2
6/24/22,50.4,1015.6,22703.9,20561.0
6/27/22,50.9,1026.7,22896.0,20749.4
6/28/22,51.1,1029.7,22922.2,20779.9
6/29/22,51.0,1028.3,22848.3,20708.3
6/30/22,50.8,1027.4,22828.9,20667.3
7/1/22,51.1,1027.1,22788.2,20678.1
7/4/22,51.6,1034.8,22914.2,20802.8
7/5/22,51.6,1032.2,22878.7,20787.3
7/6/22,52.2,1040.7,23137.7,21048.9
7/7/22,52.8,1052.5,23345.6,21257.8
7/8/22,53.1,1061.3,23473.6,21355.4
7/11/22,53.1,1062.8,23468.1,21446.8
7/12/22,52.6,1054.8,23239.9,21281.1
7/13/22,52.4,1050.1,23107.5,21200.9
7/14/22,52.2,1046.1,23074.5,21171.2
7/15/22,52.5,1051.8,23234.5,21306.9
7/18/22,53.2,1068.3,23566.5,21607.0
7/19/22,53.4,1075.6,23659.8,21714.2
7/20/22,54.0,1084.4,23920.9,21888.9
7/21/22,54.4,1091.9,24058.2,22064.8
7/22/22,54.7,1094.5,24223.6,22165.1
7/25/22,54.7,1093.7,24095.5,22077.1
7/26/22,54.2,1085.5,23882.3,21864.2
7/27/22,54.7,1098.0,24114.4,22053.7
7/28/22,55.5,1108.8,24531.4,22374.3
7/29/22,56.1,1123.1,24862.7,22678.3
8/1/22,56.7,1135.3,25128.6,22960.6
8/2/22,56.7,1138.5,25137.8,23008.7
8/3/22,56.7,1138.0,25202.4,23012.7
8/4/22,56.7,1134.4,25193.4,23036.0
8/5/22,56.7,1136.4,25215.9,23048.3
8/8/22,57.1,1145.7,25413.3,23200.0
8/9/22,57.1,1145.7,25413.3,23200.0
8/10/22,57.1,1147.1,25431.9,23191.7
8/11/22,57.8,1159.0,25621.1,23369.3
8/12/22,57.9,1163.5,25678.8,23440.4
8/16/22,58.5,1169.4,25863.2,23657.0
8/17/22,58.8,1176.2,26035.9,23809.9
8/18/22,58.9,1176.2,26067.3,23858.8
8/19/22,58.1,1165.2,25785.4,23602.4
8/22/22,57.3,1151.2,25396.6,23238.9
8/23/22,57.7,1158.8,25522.6,23376.6
8/24/22,57.9,1160.4,25562.5,23454.0
8/25/22,57.7,1158.5,25442.7,23392.7
8/26/22,57.8,1165.2,25495.6,23465.3
8/29/22,57.0,1151.3,25138.4,23194.6
8/30/22,58.4,1175.4,25786.6,23740.4
8/31/22,58.4,1175.4,25786.6,23740.4
9/1/22,58.1,1167.9,25472.2,23564.7
9/2/22,58.3,1169.9,25467.4,23550.1
9/5/22,58.8,1177.0,25650.8,23693.8
9/6/22,58.7,1179.9,25636.0,23722.7
9/7/22,58.7,1181.7,25590.7,23732.8
9/8/22,59.1,1190.8,25843.9,23921.0
9/9/22,59.2,1193.4,25894.1,23962.6
9/12/22,59.5,1200.0,26043.7,24133.1
9/13/22,60.0,1205.5,26237.8,24276.4
9/14/22,60.0,1203.8,26141.5,24215.8
9/15/22,59.8,1201.9,25958.1,24139.9
9/16/22,58.5,1181.2,25454.9,23618.8
9/19/22,58.8,1185.5,25587.6,23696.7
9/20/22,59.5,1195.7,25869.3,23971.1
9/21/22,59.3,1188.8,25727.1,23802.3
9/22/22,59.1,1182.3,25598.6,23763.4
9/23/22,58.0,1161.5,25159.4,23333.3
9/26/22,56.8,1139.2,24707.8,22818.9
9/27/22,56.9,1137.9,24694.8,22821.3
9/28/22,56.3,1128.5,24478.8,22656.0
9/29/22,56.4,1130.1,24420.0,22628.0
9/30/22,57.3,1144.3,24821.1,22979.4
10/3/22,56.8,1135.9,24520.5,22683.8
10/4/22,58.1,1159.5,25082.4,23190.9
10/5/22,58.1,1159.5,25082.4,23190.9
10/6/22,58.4,1168.9,25165.8,23326.1
10/7/22,58.4,1165.4,25141.0,23300.8
10/10/22,58.0,1161.5,25034.0,23169.0
10/11/22,57.2,1146.0,24660.2,22813.0
10/12/22,57.8,1154.4,24863.6,22980.4
10/13/22,57.3,1146.9,24704.9,22826.0
10/14/22,57.7,1155.8,24953.8,22957.4
10/17/22,58.1,1164.9,25139.6,23100.2
10/18/22,58.8,1180.2,25393.9,23333.2
10/19/22,58.9,1178.2,25434.1,23354.0
10/20/22,58.9,1182.7,25509.1,23421.4
10/21/22,58.8,1186.7,25527.1,23373.4
10/24/22,58.8,1186.7,25751.4,23555.8
10/25/22,59.2,1203.0,25643.3,23492.9
10/26/22,59.2,1203.0,25643.3,23492.9
10/27/22,59.5,1209.9,25780.2,23638.8
10/28/22,59.3,1208.4,25852.7,23634.8
10/31/22,60.1,1220.0,26182.4,23919.8
11/1/22,60.5,1227.7,26381.0,24098.8
11/2/22,60.5,1222.4,26290.0,24037.1
11/3/22,60.3,1222.7,26246.2,24017.7
11/4/22,60.4,1222.5,26339.9,24089.4
11/7/22,60.8,1234.3,26464.4,24220.3
11/8/22,60.8,1234.3,26464.4,24220.3
11/9/22,60.7,1232.4,26401.6,24148.3
11/10/22,60.2,1223.8,26214.3,23950.9
11/11/22,61.0,1238.2,26681.8,24275.4
11/14/22,60.8,1235.0,26651.9,24277.1
11/15/22,61.0,1240.9,26759.8,24345.0
11/16/22,60.9,1245.0,26768.9,24297.7
11/17/22,60.7,1241.7,26673.3,24195.6
11/18/22,60.4,1236.9,26620.6,24124.3
11/21/22,60.0,1232.4,26405.9,23974.0
11/22/22,60.3,1239.0,26528.4,24060.5
11/23/22,60.4,1242.9,26561.9,24105.4
11/24/22,61.1,1256.2,26877.2,24326.9
11/25/22,61.4,1258.2,26918.9,24398.9
11/28/22,61.5,1260.6,26991.6,24487.6
11/29/22,61.5,1263.2,27072.0,24531.1
11/30/22,62.0,1270.4,27276.0,24738.5
12/1/22,62.2,1274.8,27354.7,24828.2
12/2/22,62.0,1271.4,27185.4,24765.4
12/5/22,61.9,1272.8,27192.6,24771.2
12/6/22,61.7,1265.9,27107.9,24702.4
12/7/22,61.6,1262.2,26988.3,24608.0
12/8/22,62.0,1270.2,27059.3,24684.2
12/9/22,61.6,1260.7,26895.3,24531.6
12/12/22,61.8,1263.4,26896.2,24555.3
12/13/22,62.0,1271.3,27057.3,24674.0
12/14/22,62.2,1275.0,27133.4,24766.0
12/15/22,61.5,1261.7,26776.6,24486.8
12/16/22,61.0,1249.6,26564.5,24258.0
12/19/22,61.4,1258.0,26784.7,24442.4
12/20/22,61.2,1255.1,26733.5,24397.4
12/21/22,60.4,1240.7,26462.8,24089.2
12/22/22,59.9,1233.2,26358.4,23940.2
12/23/22,58.7,1211.3,25892.3,23342.1
12/26/22,59.7,1231.7,26194.5,23734.0
12/27/22,60.2,1238.0,26365.7,23919.8
12/28/22,60.2,1237.8,26351.4,23942.2
12/29/22,60.3,1245.4,26451.0,24023.5
12/30/22,60.2,1239.8,26326.4,23967.1
1/2/23,60.5,1247.2,26460.4,24083.1
1/3/23,60.6,1250.4,26511.4,24136.8
1/4/23,59.9,1237.8,26235.7,23881.1
1/5/23,59.9,1237.6,26161.8,23870.5
1/6/23,59.6,1230.3,25968.9,23693.3
1/9/23,60.4,1245.3,26320.4,23969.7
1/10/23,59.9,1234.0,26048.5,23775.9
1/11/23,60.0,1232.4,26021.6,23738.9
1/12/23,59.9,1233.2,25967.1,23705.2
1/13/23,60.1,1239.9,26110.2,23808.3
1/16/23,59.9,1236.8,26020.4,23745.2
1/17/23,60.2,1242.2,26250.8,23886.0
1/18/23,60.6,1247.6,26413.7,23994.9
1/19/23,60.5,1248.1,26333.6,23924.6
1/20/23,60.4,1247.0,26216.9,23813.2
1/23/23,60.7,1254.0,26349.1,23899.0
1/24/23,60.6,1250.0,26349.3,23876.7
1/25/23,59.7,1231.5,26020.1,23541.2
1/27/23,58.9,1211.5,25601.9,23080.1
1/30/23,59.0,1212.1,25666.7,23048.3
1/31/23,59.3,1222.0,25685.9,23175.1
2/1/23,59.4,1212.0,25619.2,23038.8
2/2/23,59.5,1213.3,25610.7,23026.2
2/3/23,60.1,1226.2,25965.0,23217.6
2/6/23,60.0,1225.0,25834.9,23174.1
2/7/23,59.8,1222.2,25772.2,23125.0
2/8/23,60.2,1227.6,25993.3,23322.6
2/9/23,60.3,1228.5,26024.9,23325.4
2/10/23,60.2,1226.6,25971.2,23304.1
2/13/23,59.9,1219.6,25846.7,23125.4
2/14/23,60.3,1224.6,26077.9,23231.8
2/15/23,60.6,1231.9,26220.4,23352.3
2/16/23,60.6,1240.3,26249.5,23420.9
2/17/23,60.4,1232.4,26116.1,23298.3
2/20/23,60.2,1227.0,25971.2,23197.0
2/21/23,60.1,1226.2,25945.1,23159.0
2/22/23,59.3,1210.8,25548.7,22830.3
2/23/23,59.3,1210.0,25486.0,22775.8
2/24/23,59.1,1208.3,25420.1,22719.8
2/27/23,58.8,1206.4,25313.7,22592.9
2/28/23,58.6,1199.7,25184.5,22546.3
3/1/23,59.1,1211.1,25398.4,22773.3
3/2/23,58.8,1204.6,25210.7,22652.7
3/3/23,59.6,1219.8,25607.1,22944.0
3/6/23,60.0,1227.3,25777.6,23109.0
3/7/23,60.0,1227.3,25777.6,23109.0
3/8/23,60.3,1231.2,25840.1,23173.0
3/9/23,59.9,1224.2,25600.2,22989.7
3/10/23,59.3,1213.6,25343.1,22797.0
3/13/23,58.4,1197.0,24966.7,22447.0
3/14/23,58.2,1191.6,24805.1,22298.0
3/15/23,57.9,1187.3,24701.6,22238.8
3/16/23,58.0,1188.3,24721.5,22254.7
3/17/23,58.4,1197.8,24888.1,22395.3
3/20/23,57.9,1188.5,24725.6,22234.5
3/21/23,58.4,1194.6,24899.0,22380.9
3/22/23,58.5,1196.0,24963.6,22456.5
3/23/23,58.3,1189.8,24854.4,22368.8
3/24/23,57.8,1184.0,24662.5,22176.1
3/27/23,57.7,1184.5,24721.7,22150.8
3/28/23,57.6,1180.0,24672.2,22071.7
3/29/23,58.2,1191.1,24859.9,22279.7
3/30/23,58.2,1191.1,24859.9,22279.7
3/31/23,59.1,1207.8,25266.1,22609.5
4/3/23,59.2,1211.4,25321.8,22678.0
4/4/23,59.2,1211.4,25321.8,22678.0
4/5/23,59.7,1215.1,25553.3,22844.9
4/6/23,59.8,1216.8,25614.6,22922.2
4/10/23,59.9,1222.2,25650.7,22971.0
4/11/23,60.1,1227.8,25793.8,23090.3
4/12/23,60.3,1232.1,25924.9,23205.7
4/13/23,60.4,1230.7,25950.4,23227.1
4/14/23,60.4,1230.7,25950.4,23227.1
4/17/23,60.2,1221.8,25774.1,23149.6
4/18/23,60.1,1222.7,25706.1,23138.2
4/19/23,60.0,1217.4,25645.8,23075.9
4/20/23,60.1,1219.7,25654.2,23083.4
4/21/23,60.0,1218.7,25654.8,23061.5
4/24/23,60.5,1227.4,25828.5,23190.5
4/25/23,60.6,1230.6,25866.1,23230.2
4/26/23,60.9,1234.9,25930.7,23290.3
4/27/23,61.2,1241.5,26078.4,23415.7
4/28/23,61.8,1249.0,26302.9,23643.9
5/1/23,61.8,1249.0,26302.9,23643.9
5/2/23,62.2,1255.5,26423.3,23770.1
5/3/23,62.2,1253.9,26339.1,23732.3
5/4/23,62.7,1262.8,26580.8,23932.9
5/5/23,62.2,1251.2,26308.8,23735.8
5/8/23,63.0,1263.5,26593.3,23966.4
5/9/23,63.0,1261.9,26595.5,23956.4
5/10/23,63.2,1265.4,26667.1,24027.2
5/11/23,63.2,1267.4,26640.8,24055.2
5/12/23,63.3,1266.9,26666.7,24045.0
5/15/23,63.7,1275.6,26789.0,24157.4
5/16/23,63.5,1274.6,26679.7,24100.9
5/17/23,63.4,1269.4,26526.8,23998.2
5/18/23,63.3,1264.6,26451.3,23897.4
5/19/23,63.4,1268.9,26560.1,23970.7
5/22/23,63.4,1274.2,26722.0,24120.7
5/23/23,63.5,1275.5,26771.1,24184.1
5/24/23,63.4,1272.9,26679.7,24139.6
5/25/23,63.6,1273.6,26731.9,24200.9
5/26/23,64.3,1281.6,26991.9,24421.0
5/29/23,64.5,1287.0,27136.8,24538.7
5/30/23,64.8,1289.6,27188.2,24580.9
5/31/23,64.7,1289.5,27057.4,24538.1
6/1/23,64.6,1288.3,26989.3,24528.9
6/2/23,64.9,1294.8,27080.9,24622.8
6/5/23,65.2,1303.9,27168.1,24698.0
6/6/23,65.3,1306.4,27175.7,24727.4
6/7/23,65.8,1314.6,27361.8,24927.8
6/8/23,65.5,1311.1,27227.6,24794.5
6/9/23,65.4,1312.0,27126.9,24728.8
6/12/23,65.5,1317.2,27182.6,24809.9
6/13/23,66.0,1320.4,27350.1,24995.4
6/14/23,66.1,1323.3,27408.1,25051.7
6/15/23,65.9,1321.1,27317.3,25016.5
6/16/23,66.4,1333.2,27519.4,25210.1
6/19/23,66.2,1330.8,27422.9,25152.8
6/20/23,66.5,1334.7,27512.4,25242.9
6/21/23,66.6,1336.3,27571.1,25307.4
6/22/23,66.1,1329.8,27446.0,25151.7
6/23/23,65.6,1321.3,27291.4,24951.4
6/26/23,65.8,1324.9,27328.9,25036.5
6/27/23,66.3,1333.3,27513.4,25188.3
6/28/23,66.8,1339.7,27739.6,25365.6
6/29/23,66.8,1339.7,27739.6,25365.6
6/30/23,67.6,1353.1,28059.7,25605.8
7/3/23,68.0,1359.5,28254.9,25758.6
7/4/23,68.1,1361.1,28352.0,25802.4
7/5/23,68.2,1362.1,28366.0,25866.8
7/6/23,68.6,1372.8,28510.4,26019.5
7/7/23,68.2,1365.7,28269.4,25819.7
7/10/23,68.2,1361.3,28304.7,25803.0
7/11/23,68.7,1371.3,28429.4,25951.8
7/12/23,68.7,1368.0,28348.9,25941.0
7/13/23,68.6,1367.4,28393.3,25915.2
7/14/23,69.1,1376.1,28618.6,26140.1
7/17/23,69.6,1382.3,28833.5,26306.4
7/18/23,69.6,1383.7,28888.8,26306.4
7/19/23,70.1,1389.4,29011.6,26433.7
7/20/23,70.5,1396.1,29231.7,26576.7
7/21/23,70.1,1387.5,28890.5,26363.8
7/24/23,70.0,1392.0,28784.3,26302.9
7/25/23,70.1,1395.5,28796.3,26352.6
7/26/23,70.4,1399.1,28939.3,26474.9
7/27/23,70.2,1399.3,28769.0,26390.1
7/28/23,70.4,1403.8,28752.7,26439.9
7/31/23,70.8,1413.6,28910.4,26612.5
8/1/23,70.8,1415.0,28880.8,26600.7
8/2/23,69.9,1398.5,28589.8,26308.2
8/3/23,69.5,1391.6,28383.3,26177.0
8/4/23,70.1,1398.4,28582.3,26362.9
8/7/23,70.2,1405.4,28699.8,26465.6
8/8/23,70.3,1410.7,28661.1,26454.6
8/9/23,70.7,1416.3,28770.0,26551.2
8/10/23,70.5,1410.4,28638.9,26451.5
8/11/23,70.3,1405.8,28482.4,26335.9
8/14/23,70.1,1403.4,28494.8,26285.2
8/16/23,70.3,1408.5,28539.4,26328.2
8/17/23,70.1,1406.3,28393.2,26249.5
8/18/23,69.9,1400.7,28316.3,26183.4
8/21/23,70.3,1406.1,28448.8,26337.0
8/22/23,70.6,1408.5,28453.0,26420.7
8/23/23,70.9,1419.0,28522.8,26491.1
8/24/23,70.9,1416.7,28438.7,26459.9
8/25/23,70.2,1406.0,28261.3,26289.9
8/28/23,70.4,1411.7,28320.4,26375.0
8/29/23,70.6,1416.6,28374.0,26456.4
8/30/23,70.9,1417.0,28381.1,26521.5
8/31/23,70.7,1414.9,28243.7,26451.8
9/1/23,71.4,1430.8,28509.9,26687.2
9/4/23,71.7,1440.3,28647.2,26853.6
9/5/23,71.9,1440.2,28714.8,26964.8
9/6/23,72.0,1442.6,28767.8,27015.6
9/7/23,72.6,1450.9,28938.0,27173.3
9/8/23,73.1,1459.9,29074.2,27333.0
9/11/23,73.7,1468.9,29333.0,27592.6
9/12/23,73.0,1455.2,29328.4,27291.4
9/13/23,73.1,1463.1,29441.0,27394.9
9/14/23,73.4,1468.7,29489.6,27515.0
9/15/23,73.6,1477.4,29620.5,27613.0
9/18/23,73.5,1476.1,29533.9,27531.8
9/19/23,73.5,1476.1,29533.9,27531.8
9/20/23,72.8,1462.9,29193.7,27275.3
9/21/23,72.0,1447.8,28960.4,27047.5
9/22/23,72.0,1441.8,28860.5,26981.1
9/25/23,71.9,1439.6,28860.9,26999.4
9/26/23,72.0,1438.1,28846.5,27006.0
9/27/23,72.2,1438.9,28922.4,27107.4
9/28/23,72.2,1438.9,28639.4,26840.8
9/29/23,72.3,1442.5,28807.8,27031.7
10/3/23,72.2,1437.8,28647.0,26972.0
10/4/23,71.5,1424.9,28511.1,26766.8
10/5/23,71.9,1431.9,28672.0,26880.4
10/6/23,72.3,1435.9,28830.1,27033.3
10/9/23,71.5,1426.5,28623.0,26773.9
10/10/23,72.3,1442.3,28883.3,27048.5
10/11/23,72.6,1447.0,29061.6,27211.1
10/12/23,72.8,1445.6,29036.2,27230.4
10/13/23,72.6,1441.8,28973.1,27184.5
10/16/23,72.7,1445.8,28944.9,27188.7
10/17/23,73.0,1452.2,29061.8,27305.5
10/18/23,72.4,1447.3,28855.9,27112.1
10/19/23,72.2,1443.4,28790.9,27061.5
10/20/23,71.7,1437.1,28674.8,26905.2
10/23/23,70.5,1417.6,28292.0,26404.8
10/24/23,70.5,1417.6,28292.0,26404.8
10/25/23,70.0,1403.0,28079.3,26217.6
10/26/23,69.2,1389.3,27690.3,25896.3
10/27/23,70.0,1405.4,27969.9,26225.9
10/30/23,70.2,1410.3,28107.4,26320.7
10/31/23,70.1,1409.2,28017.4,26281.8
11/1/23,69.9,1403.3,27886.2,26176.3
11/2/23,70.5,1414.6,28105.8,26428.3
11/3/23,71.0,1426.0,28253.1,26603.2
11/6/23,71.7,1434.4,28519.3,26852.9
11/7/23,71.7,1439.7,28511.8,26897.9
11/8/23,71.9,1441.6,28565.9,27010.8
11/9/23,71.6,1445.2,28495.1,26947.4
11/10/23,71.7,1449.0,28539.2,27007.3
11/12/23,71.7,1449.0,28686.5,27170.8
11/13/23,71.9,1449.1,28565.9,27105.1
11/14/23,71.9,1449.1,28565.9,27105.1
11/15/23,72.5,1463.7,28906.7,27402.2
11/16/23,72.7,1474.4,29044.7,27539.2
11/17/23,72.6,1473.2,28995.5,27551.7
11/20/23,72.5,1473.9,28940.0,27510.1
11/21/23,72.7,1478.8,29071.4,27594.9
11/22/23,72.6,1478.9,29113.2,27595.7
11/23/23,72.7,1474.9,29098.7,27614.1
11/24/23,72.7,1480.9,29087.9,27621.9
11/27/23,72.7,1480.9,29087.9,27621.9
11/28/23,73.1,1487.4,29227.6,27775.8
11/29/23,73.7,1502.7,29531.6,28029.8
11/30/23,74.0,1514.0,29585.4,28161.2
12/1/23,74.7,1525.7,29783.3,28360.6
12/4/23,76.0,1558.0,30398.9,28882.2
12/5/23,76.4,1569.3,30646.2,29101.4
12/6/23,76.8,1569.5,30767.6,29244.6
12/7/23,77.1,1572.9,30713.9,29281.9
12/8/23,77.3,1584.1,30814.2,29281.3
12/11/23,77.6,1585.8,30854.9,29385.8
12/12/23,77.3,1578.0,30721.6,29255.2
12/13/23,77.7,1586.3,30750.9,29356.4
12/14/23,78.6,1600.3,31127.6,29704.9
12/15/23,79.4,1614.5,31530.2,29973.0
12/18/23,79.5,1611.7,31474.3,29989.4
12/19/23,79.6,1615.0,31525.0,30010.8
12/20/23,77.9,1587.3,31079.8,29400.6
12/21/23,78.4,1594.5,31233.9,29654.7
12/22/23,78.7,1600.3,31372.6,29831.5
12/26/23,78.9,1613.6,31507.7,29978.9
12/27/23,79.6,1624.6,31821.3,30210.8
12/28/23,80.1,1635.6,32003.5,30370.9
12/29/23,80.2,1629.7,31933.9,30417.8
12/31/23,80.2,1629.7,31933.9,30417.8
1/1/24,80.4,1630.7,31949.4,30481.0
1/2/24,80.4,1625.2,31837.6,30400.9
1/3/24,80.1,1626.5,31619.4,30320.7
1/4/24,80.9,1639.9,31827.0,30593.3
1/5/24,81.1,1645.4,31903.7,30670.5
1/8/24,80.4,1633.3,31613.0,30399.9
1/9/24,80.6,1639.4,31659.8,30465.4
1/10/24,80.9,1645.8,31768.3,30556.7
1/11/24,81.1,1645.7,31810.2,30660.8
1/12/24,81.8,1656.4,32173.7,30913.2
1/15/24,82.2,1670.7,32471.8,31132.3
1/16/24,82.1,1662.7,32376.1,31041.5
1/17/24,80.5,1636.1,31699.6,30509.3
1/18/24,80.2,1633.2,31538.4,30395.3
1/19/24,81.1,1648.4,31787.2,30703.2
1/20/24,81.1,1648.4,31712.9,30696.2
1/22/24,81.1,1648.4,31712.9,30696.2
1/23/24,79.3,1629.8,31223.3,30077.0
1/24/24,80.3,1647.8,31540.1,30460.2
1/25/24,80.1,1633.5,31391.1,30369.6
1/29/24,81.5,1652.9,31957.1,30868.9
1/30/24,80.8,1648.8,31640.2,30654.1
1/31/24,81.5,1667.2,31939.6,31011.2
2/1/24,81.4,1674.6,31898.1,30972.6
2/2/24,81.8,1679.1,32127.9,31181.9
2/5/24,81.5,1675.7,32007.2,31092.9
2/6/24,82.3,1687.2,32242.6,31378.0
2/7/24,83.0,1686.7,32244.2,31497.1
2/8/24,82.6,1682.5,31950.3,31317.6
2/9/24,82.9,1683.7,32048.4,31279.7
2/12/24,81.6,1669.2,31803.5,30831.8
2/13/24,82.2,1685.7,31990.6,31000.8
2/14/24,82.8,1696.1,32133.0,31219.4
2/15/24,83.2,1706.6,32244.8,31403.7
2/16/24,83.5,1717.3,32441.3,31609.3
2/19/24,83.7,1722.1,32561.3,31728.7
2/20/24,84.1,1732.9,32675.5,31781.7
2/21/24,83.8,1722.0,32466.7,31557.5
2/22/24,84.5,1732.5,32705.7,31802.4
2/23/24,84.7,1735.6,32698.7,31849.6
2/26/24,84.5,1731.6,32565.3,31759.2
2/27/24,84.6,1736.7,32677.6,31817.3
2/28/24,83.6,1719.6,32313.7,31390.1
2/29/24,84.1,1718.9,32360.3,31499.3
3/1/24,85.4,1738.4,32884.3,31906.6
3/2/24,85.4,1738.4,32942.6,32018.7
3/4/24,85.8,1743.8,32982.7,32035.5
3/5/24,85.9,1747.4,32910.1,31957.1
3/6/24,85.8,1754.3,33083.4,31953.9
3/7/24,86.2,1754.2,33112.1,32040.6
3/8/24,86.2,1754.2,33112.1,32040.6
3/11/24,85.4,1751.1,32875.3,31811.7
3/12/24,85.1,1740.3,32879.7,31627.7
3/13/24,83.4,1710.3,32382.2,30804.3
3/14/24,84.1,1721.2,32601.5,31227.8
3/15/24,83.7,1712.8,32420.4,31085.1
3/18/24,84.0,1715.9,32468.0,31113.8
3/19/24,83.2,1700.5,32117.3,30749.5
3/20/24,83.4,1699.9,32149.2,30783.2
3/21/24,84.5,1716.0,32403.6,31199.4
3/22/24,84.9,1726.5,32528.4,31353.2
3/25/24,84.9,1726.5,32528.4,31353.2
3/26/24,85.0,1723.9,32392.9,31369.9
3/27/24,85.4,1727.3,32568.0,31499.3
3/28/24,86.2,1740.4,32867.2,31763.3
3/31/24,86.2,1740.4,32867.2,31763.3
4/1/24,87.1,1755.7,33066.1,32135.6
4/2/24,87.2,1757.7,33053.3,32256.7
4/3/24,87.4,1759.8,33025.8,32313.0
4/4/24,87.6,1763.5,33143.6,32405.6
4/5/24,87.9,1768.9,33142.2,32484.7
4/8/24,88.4,1776.6,33366.9,32647.9
4/9/24,88.4,1778.9,33332.2,32603.3
4/10/24,88.6,1783.6,33495.6,32798.6
4/11/24,88.6,1783.6,33495.6,32798.6
4/12/24,87.9,1767.6,33150.6,32532.4
4/15/24,86.7,1750.4,32787.1,32114.1
4/16/24,86.5,1747.0,32603.7,32026.7
4/17/24,86.5,1747.0,32603.7,32026.7
4/18/24,86.0,1736.4,32379.9,31872.5
4/19/24,86.6,1747.5,32602.4,31967.6
4/22/24,87.4,1761.6,32881.2,32265.1
4/23/24,87.6,1767.3,32927.7,32387.1
4/24/24,87.7,1777.6,32978.4,32509.4
4/25/24,88.6,1794.9,33225.6,32724.6
4/26/24,88.2,1787.1,33004.2,32679.9
4/29/24,89.1,1798.7,33333.1,32919.6
4/30/24,89.1,1798.3,33276.4,32927.4
5/1/24,89.1,1798.3,33276.4,32927.4
5/2/24,89.3,1799.8,33340.2,33063.0
5/3/24,88.7,1793.9,33086.5,32868.9
5/6/24,88.3,1794.2,33037.7,32720.6
5/7/24,87.8,1774.7,32837.7,32365.3
5/8/24,87.9,1779.7,32837.6,32473.4
5/9/24,86.4,1760.3,32329.7,31908.5
5/10/24,87.0,1767.3,32522.6,32132.2
5/13/24,87.2,1777.1,32594.6,32198.0
5/14/24,87.6,1781.8,32762.4,32469.9
5/15/24,87.8,1791.2,32736.9,32561.5
5/16/24,88.7,1814.7,33046.2,32860.9
5/17/24,89.1,1818.6,33138.0,33073.6
5/18/24,89.1,1818.6,33191.0,33199.1
5/20/24,89.1,1818.6,33191.0,33199.1
5/21/24,89.5,1829.6,33230.8,33266.9
5/22/24,89.9,1832.9,33349.8,33357.2
5/23/24,91.0,1856.9,33895.7,33752.7
5/24/24,90.9,1861.2,33881.8,33744.5
5/27/24,90.8,1861.9,33845.4,33759.0
5/28/24,90.4,1856.9,33780.0,33593.2
5/29/24,89.7,1843.6,33509.2,33387.4
5/30/24,89.0,1833.9,33190.4,33045.3
5/31/24,89.4,1837.4,33285.9,33168.2
6/3/24,92.4,1882.9,34369.1,34259.2
6/4/24,86.3,1786.0,32353.5,31956.2
6/5/24,89.1,1842.0,33441.4,33105.0
6/6/24,90.1,1864.5,33738.6,33593.4
6/7/24,91.9,1892.2,34431.6,34221.8
6/10/24,92.0,1899.1,34385.8,34291.1
6/11/24,92.1,1899.6,34402.0,34365.1
6/12/24,92.6,1906.4,34487.9,34536.9
6/13/24,93.0,1910.2,34600.2,34715.6
6/14/24,93.7,1916.6,34710.7,34943.9
6/17/24,93.7,1916.6,34710.7,34943.9
6/18/24,93.8,1926.8,34847.2,35127.1
6/19/24,93.6,1930.4,34786.6,34963.4
6/20/24,93.9,1936.8,34873.1,35096.0
6/21/24,93.6,1938.3,34779.9,34991.9
6/24/24,93.7,1942.4,34834.3,35075.1
6/25/24,94.4,1959.4,35105.8,35204.3
6/26/24,94.6,1960.6,35324.1,35308.4
6/27/24,95.1,1967.0,35585.6,35467.6
6/28/24,94.9,1958.1,35539.2,35507.0
6/30/24,94.9,1958.1,35539.2,35507.0
7/1/24,95.7,1967.1,35733.6,35771.6
7/2/24,95.6,1963.9,35706.8,35693.2
7/3/24,96.4,1979.0,35947.5,35966.2
7/4/24,96.7,1987.8,35970.6,36066.1
7/5/24,96.8,1987.3,36009.6,36187.0
7/8/24,96.9,1984.9,36004.7,36161.2
7/9/24,97.3,1997.2,36173.9,36314.8
7/10/24,97.0,1992.4,36012.8,36174.0
7/11/24,97.1,1992.5,36000.3,36217.5
7/12/24,97.4,2000.9,36278.7,36362.3
7/15/24,97.8,2007.9,36403.9,36542.6
7/16/24,97.5,2009.7,36445.8,36536.7
7/17/24,97.5,2009.7,36445.8,36536.7
7/18/24,97.7,2016.0,36723.9,36546.2
7/19/24,96.4,2001.1,36328.6,35989.8
